name,ra,dec,redshift,note
RX J00407+1854           ,10.1923232,18.906733,0.155,
PGC 3095496              ,15.8200417,-26.5641112,0.156,
SDSS J005442.65+352606.8 ,13.677742,35.435249,0.156,
SDSS J010512.79+235655.9 ,16.303321,23.948862,0.156,
SDSS J010420.03+000641.3 ,16.0834677,0.1114866,0.156,
SDSS J003855.15+161032.6 ,9.7298267,16.1757291,0.156,
SDSS J000306.57+145903.8 ,0.7774115,14.9843655,0.156,
SDSS J011454.23+155942.6 ,18.725965,15.99517,0.156,
SDSS J002537.78-000834.4 ,6.4074419,-0.1429055,0.157,
SDSS J011152.90+095352.0 ,17.9704412,9.8977848,0.157,
SDSS J003418.26-085900.6 ,8.5761272,-8.9835209,0.157,
SDSS J011034.95+343019.7 ,17.645666,34.505493,0.157,
Q 0110+0203              ,18.2451114,2.3193295,0.157,
SDSS J003241.18-103958.1 ,8.1716441,-10.666139,0.157,
SDSS J002016.36+072031.0 ,5.0682032,7.3419732,0.158,
WISEA J005335.16+424332.6,13.3965006,42.7257212,0.158,
CT 289                   ,15.1646981,-25.6413759,0.158,
PGC 1733335              ,17.0988737,25.345863,0.158,
RXS J00018+1116          ,0.4607005,11.2797941,0.158,
PGC 1834753              ,9.4691756,28.4035417,0.158,
PGC 1323953              ,16.2279271,7.522827,0.158,
3C 273,187.2779,2.0524,0.158,brightest QSO
LAMOSTJ002000.90+461319.3,5.0037982,46.2220176,0.159,
SDSS J000501.00+033827.6 ,1.2541943,3.6410175,0.159,
SDSS J000027.65+145624.7 ,0.1152219,14.9402,0.159,
SDSS J002212.02-000120.0 ,5.5501138,-0.0222388,0.159,
SDSS J010832.15-004516.1 ,17.1339631,-0.7544972,0.159,
SDSS J005705.30-060458.1 ,14.272123,-6.082814,0.159,
2QZ J002300.4-272355     ,5.7516251,-27.3986389,0.16,
SDSS J001800.74+081422.7 ,4.5031141,8.2396583,0.16,
SDSS J002259.36+011544.9 ,5.747343,1.262496,0.161,
SDSS J004658.25+092045.6 ,11.742751,9.3460339,0.161,
SDSS J003631.72+015528.0 ,9.1322031,1.9244705,0.161,
SDSS J001758.43+291105.2 ,4.4935033,29.1848197,0.162,
PB 5853                  ,4.5917786,1.3172089,0.162,
FBQS J00337-0210         ,8.4373056,-2.1692778,0.162,
SDSS J010041.67+142744.2 ,15.173657,14.4622524,0.162,
SDSS J010620.26+260913.7 ,16.5844592,26.1538121,0.162,
MS 00117+0837            ,3.5822491,8.9005689,0.162,
SDSS J005920.84-104210.1 ,14.836839,-10.70281,0.163,
SDSS J011339.46-071556.0 ,18.4144462,-7.2655565,0.163,
SDSS J004046.24+022604.4 ,10.19268,2.4345808,0.163,
RXS J00203+1034          ,5.0903609,10.5791044,0.163,
SDSS J005625.77-103755.0 ,14.1073973,-10.6319803,0.163,
WISEA J001708.13+391105.7,4.2838869,39.184934,0.163,
PGC 1811716              ,16.5393273,27.5618076,0.164,
SDSS J010838.16+043023.7 ,17.1590264,4.5066002,0.164,
PG 1402+261,211.3429,25.9211,0.164,QSO
SDSS J001106.79+174237.9 ,2.7783326,17.71055,0.165,
PGC 1629620              ,13.5546061,20.5205731,0.165,
SDSS J004011.87+251808.4 ,10.0495038,25.3023239,0.165,
SDSS J002305.03-010743.5 ,5.7709841,-1.1287418,0.166,
PGC 1888355              ,11.5432131,30.0535711,0.166,
SDSS J005028.05-092053.6 ,12.6169153,-9.3482673,0.166,
RXS J00066+4342          ,1.652359,43.7078608,0.166,
SDSS J004512.05+252427.1 ,11.3002371,25.4075391,0.166,
2SLAQ J003541.44+000622.6,8.9227051,0.1062811,0.166,
SDSS J010429.08+242458.6 ,16.1211945,24.4163045,0.166,
SDSS J002743.21+173411.2 ,6.9300565,17.569787,0.166,
2QZ J010427.4-274128     ,16.1144167,-27.6911389,0.167,
SDSS J002320.27-004824.7 ,5.8344889,-0.806878,0.167,
Q 0025-0040              ,7.129001,-0.4006774,0.167,
SDSS J001206.30-094725.6 ,3.0262865,-9.7904271,0.167,
2QZ J004458.9-275818     ,11.2455,-27.9716667,0.167,
SDSS J011236.54-085459.1 ,18.1522872,-8.9164343,0.167,
SDSS J002129.03-005041.0 ,5.3709585,-0.8447093,0.167,
LAMOSTJ004625.51+394812.6,11.6063124,39.8034917,0.167,
SDSS J010354.00+034907.3 ,15.975016,3.8187067,0.168,
SDSS J000859.58+064044.9 ,2.248269,6.6791533,0.168,
SDSS J010629.30+151449.4 ,16.6220826,15.2470711,0.168,
SDSS J004336.63+315127.3 ,10.9026531,31.8575936,0.168,
RXS J00063+1052          ,1.5845278,10.8642778,0.168,
PG 1322+659,201.2667,65.6619,0.168,QSO
SDSS J005434.10+173051.2 ,13.6421122,17.5142489,0.169,
SDSS J005604.66-003314.5 ,14.0194526,-0.5540309,0.169,
IGR J00158+5605          ,3.9757606,56.0493145,0.169,
SDSS J004141.35+164626.8 ,10.4223029,16.774111,0.169,
SDSS J000807.58+104315.5 ,2.0316243,10.7209856,0.169,
Q 0022-2044              ,6.2849497,-20.4599052,0.17,
SDSS J000953.20+113123.2 ,2.4717004,11.523124,0.17,
SDSS J010749.34+000438.7 ,16.9555981,0.0774289,0.17,
SDSS J001506.29+095111.9 ,3.7762368,9.85333,0.17,
SDSS J002737.40+002335.0 ,6.9058649,0.3930876,0.17,
PGC 2064090              ,8.010827,35.4099611,0.17,
SDSS J011131.83-052222.6 ,17.882634,-5.3729513,0.171,
SDSS J005829.77+263914.7 ,14.6240953,26.6541142,0.171,
2SLAQ J005938.59-002637.9,14.9108051,-0.4438671,0.171,
SDSS J010040.92-002336.1 ,15.1705118,-0.3933668,0.171,
2SLAQ J005851.30-003433.7,14.7137721,-0.5760311,0.171,
2SLAQ J005349.67+001605.3,13.4569951,0.2681531,0.171,
SDSS J000544.53-080216.1 ,1.4355766,-8.0378208,0.171,
RXS J00402-2719          ,10.0683919,-27.3199223,0.172,
PHL 909                  ,14.2913775,14.7694832,0.172,
2SLAQ J004232.44-002349.3,10.6352021,-0.3970451,0.172,
SDSS J010437.79+233625.5 ,16.1574886,23.6070835,0.172,
2SLAQ J010148.16+003657.8,15.4507051,0.6160731,0.172,
SDSS J000150.62+124520.2 ,0.4609554,12.755617,0.173,
SDSS J003342.78+281159.7 ,8.4282698,28.199937,0.173,
PGC 1145808              ,13.6107071,-0.339007,0.173,
SDSS J010247.49+010352.2 ,15.6979036,1.0645189,0.173,
SDSS J010335.08+192853.4 ,15.8961895,19.4815184,0.173,
SDSS J002622.75-052644.8 ,6.5947927,-5.4457983,0.173,
SDSS J011151.92+135844.4 ,17.966353,13.979005,0.173,
SDSS J001338.68+243033.1 ,3.4112041,24.509213,0.174,
PGC 1501754              ,4.1710066,16.1421651,0.174,
SDSS J010911.88+323535.6 ,17.299526,32.593228,0.174,
3C 020                   ,10.7901416,52.0592231,0.174,
SDSS J003356.44-004521.6 ,8.4851728,-0.7560054,0.174,
SDSS J004113.78+252646.2 ,10.307451,25.446181,0.175,
SDSS J001317.72+242908.1 ,3.323873,24.485607,0.175,
SDSS J001313.06+164605.8 ,3.3044537,16.768292,0.175,
2SLAQ J010241.55-004230.7,15.6731661,-0.7085461,0.175,
SDSS J001859.39+154337.7 ,4.7474905,15.7271587,0.175,
2SLAQ J004413.94-010716.3,11.0581031,-1.1212171,0.175,
SDSS J010845.22+181046.8 ,17.1884554,18.179663,0.175,
SDSS J004629.10-085847.9 ,11.6212733,-8.9799919,0.175,
2SLAQ J005742.13-011055.0,14.4255441,-1.1819461,0.175,
2SLAQ J004336.39-004607.6,10.9016541,-0.7687951,0.176,
PGC 2038834              ,8.1436407,33.7897559,0.176,
SDSS J002219.59-032816.8 ,5.5816525,-3.4713459,0.176,
SDSS J005615.36-001123.3 ,14.0639968,-0.1898184,0.176,
PG 1116+215,169.7617,21.3211,0.176,QSO
LAMOSTJ000523.37+075227.3,1.3473966,7.8742899,0.176,
PGC 1121284              ,12.5740213,-1.3300592,0.176,
LAMOSTJ001640.14+062454.2,4.1672387,6.4150488,0.177,
2SLAQ J010521.01-004632.0,16.3375571,-0.7755641,0.177,
PGC 1612124              ,9.3286458,19.9782761,0.177,
SDSS J000622.05+101016.3 ,1.5919045,10.1711971,0.178,
SDSS J002742.43+013123.6 ,6.9268072,1.5232456,0.178,
SDSS J004729.52+063053.8 ,11.8730269,6.5149624,0.178,
SDSS J000105.38+152511.4 ,0.2724153,15.4198941,0.178,
SDSS J001457.47-094510.9 ,3.7394737,-9.7530576,0.178,
PGC 2006527              ,6.2977274,32.6512091,0.178,
SDSS J010950.84+152730.8 ,17.4618402,15.4585706,0.179,
RXS J00449+1921          ,11.2463661,19.3614571,0.179,
PGC 1533160              ,5.1318734,17.4540601,0.179,
LAMOSTJ003816.39+343038.6,9.5683272,34.5107401,0.179,
SDSS J000139.20+115403.4 ,0.4133696,11.900964,0.179,
SDSS J000244.10-005544.3 ,0.68379,-0.928987,0.179,
SDSS J003506.76-045709.0 ,8.7781855,-4.952512,0.179,
SDSS J002516.46+011130.4 ,6.3185866,1.1918159,0.179,
XMS J010428.2-061539     ,16.1175377,-6.2604053,0.18,
2QZ J003640.1-272538     ,9.1673334,-27.4272778,0.18,
PGC 3095515              ,18.4980995,-0.5468648,0.18,
1WGA J0057.6+3022        ,14.4112223,30.3791112,0.18,
2QZ J005936.3-272324     ,14.9015834,-27.3900278,0.18,
2MASX J01111001-1016318  ,17.7918373,-10.2755349,0.18,
SDSS J010716.45+022219.9 ,16.8185494,2.3722302,0.18,
SDSS J002959.32+180616.8 ,7.497185,18.104673,0.18,
SDSS J010132.71+084804.8 ,15.386312,8.8013378,0.181,
SDSS J005034.75+331448.1 ,12.644831,33.2467167,0.181,
SDSS J010643.13+340227.8 ,16.6797061,34.0410562,0.181,
PGC 3095465              ,13.1580596,-18.3752527,0.181,
3C 033.1                 ,17.4343713,73.1992021,0.181,
SDSS J011342.05+023608.7 ,18.4252048,2.6024314,0.181,
SDSS J011126.21+321703.3 ,17.859224,32.284257,0.182,
SDSS J005309.33+143823.5 ,13.2889009,14.6398709,0.182,
SDSS J005702.80-063655.6 ,14.26169,-6.6154705,0.182,
SDSS J004950.52+144155.6 ,12.4605402,14.698786,0.183,
SDSS J000055.95+313125.1 ,0.2331309,31.5236479,0.183,
PGC 986938               ,10.8518511,-9.7486513,0.183,
SDSS J010441.33+462750.0 ,16.172239,46.4639076,0.183,
SDSS J003451.03+001023.1 ,8.7126389,0.1730898,0.183,
3C 27.0                  ,14.0046528,68.3750201,0.184,
WISEA J011255.63+392847.1,18.231825,39.479788,0.184,
PGC 1430947              ,17.314478,13.4343911,0.184,
WISEA J000903.31+283501.0,2.263817,28.5836521,0.184,
SDSS J010534.79+192454.8 ,16.3950013,19.4152653,0.184,
PG 1309+355,197.9296,35.2581,0.184,QSO
SDSS J010808.70-014308.8 ,17.0362785,-1.7191292,0.185,
SDSS J005921.07+213942.5 ,14.8378195,21.661818,0.185,
SDSS J000506.67+095255.2 ,1.2778155,9.8820357,0.185,
SDSS J002646.60+115535.2 ,6.694184,11.9264736,0.185,
Q 0051-0220              ,13.4107142,-2.078346,0.186,
PGC 3095478              ,14.4641112,-27.3012223,0.186,
PGC 1653127              ,0.9471156,21.586653,0.186,
SDSS J011232.05+293409.1 ,18.13357,29.569215,0.186,
2QZ J003259.3-271758     ,8.2471251,-27.2993612,0.186,
2MASX J00351149-0049184  ,8.7978721,-0.8216643,0.186,
SDSS J003503.23-003037.5 ,8.7634726,-0.5104224,0.186,
PGC 1838776              ,0.5723551,28.5404781,0.187,
SDSS J005449.04+075105.3 ,13.704365,7.851492,0.187,
SDSS J011227.81-055658.5 ,18.115909,-5.9495893,0.187,
PGC 1068798              ,0.5843286,-3.6291361,0.187,
2SLAQ J004527.37+002013.7,11.3640671,0.3371651,0.187,
SDSS J010124.89-104613.9 ,15.353733,-10.770555,0.187,
2SLAQ J003828.98-001937.5,9.6207781,-0.3271071,0.187,
SDSS J005950.18+143648.2 ,14.9591283,14.6133953,0.187,
XMM J01031-0640          ,15.7993612,-6.6775278,0.187,
SDSS J000642.27+001419.2 ,1.6761722,0.2386714,0.188,
SDSS J003038.00+182438.5 ,7.6583679,18.4107227,0.188,
3C 18.0                  ,10.2105737,10.057396,0.188,
3C 030                   ,15.5238748,14.7238198,0.188,
SDSS J004357.85+291738.5 ,10.9910596,29.2940386,0.188,
CT 298                   ,15.3871142,-27.2153281,0.188,
2MASX J00365714-1008102  ,9.2382476,-10.1363058,0.188,
SDSS J005842.93-094102.3 ,14.6788961,-9.6839779,0.188,
SDSS J003240.27+084256.1 ,8.1678263,8.7155935,0.188,
SDSS J010532.80+010755.7 ,16.3866665,1.1321444,0.189,
VDB 4                    ,11.4559299,39.1627698,0.189,
SDSS J000646.27+250238.1 ,1.6928139,25.0439227,0.189,
SDSS J010525.43+010044.1 ,16.355969,1.0122751,0.189,
2SLAQ J005919.81+002739.6,14.8325631,0.4610041,0.189,
SDSS J002727.85-084918.1 ,6.8660592,-8.8217182,0.189,
SDSS J005458.09+331808.4 ,13.742031,33.3023605,0.19,
HS 0058+4213             ,15.3798712,42.4932186,0.19,
LAMOSTJ010137.10+423711.4,15.4045107,42.6198188,0.19,
2SLAQ J010347.07+001147.0,15.9461341,0.1964151,0.191,
SDSS J011232.00+270027.9 ,18.1333542,27.0077466,0.191,
SDSS J005350.78+352948.8 ,13.4615965,35.4968828,0.191,
Q 0043+4234              ,10.9791035,42.5750779,0.191,
SDSS J010119.90-003728.5 ,15.3329464,-0.6246016,0.191,
SDSS J004516.38+211321.0 ,11.3182439,21.2225544,0.191,
SDSS J011245.56+144920.2 ,18.189877,14.822256,0.191,
SDSS J003425.68+281307.6 ,8.607037,28.218795,0.191,
SDSS J003127.23+110910.5 ,7.8634897,11.152932,0.191,
LAMOSTJ002145.87+383005.0,5.4411784,38.5013742,0.191,
SDSS J010959.95-030938.7 ,17.4998013,-3.1607502,0.191,
SDSS J005546.23+155603.2 ,13.9426536,15.9342472,0.192,
SDSS J003525.35+294324.4 ,8.855655,29.723459,0.192,
SDSS J005139.49-021859.8 ,12.91458,-2.3166188,0.192,
SDSS J010404.65+000047.2 ,16.01939,0.0131167,0.192,
SDSS J002459.58-090027.5 ,6.2483085,-9.0076677,0.192,
2QZ J001931.8-274505     ,4.8829167,-27.7515,0.192,
SDSS J010606.64+023435.2 ,16.527693,2.5764482,0.192,
SDSS J010419.25+033353.0 ,16.080249,3.5647378,0.192,
LAMOSTJ010415.77+402243.9,16.0657535,40.378888,0.193,
SDSS J005504.27+001227.4 ,13.7678281,0.2076639,0.193,
2SLAQ J005901.08-001040.4,14.7545051,-0.1778951,0.193,
SDSS J005900.14+001304.6 ,14.7505904,0.217975,0.193,
SDSS J005501.03+002107.2 ,13.7543015,0.3519897,0.193,
2SLAQ J005941.52-004523.7,14.9230371,-0.7565931,0.193,
SDSS J003753.15+030716.6 ,9.4714623,3.121296,0.193,
SDSS J004847.39+002015.0 ,12.1974637,0.3375135,0.193,
2QZ J004914.3-273541     ,12.3098334,-27.5947778,0.194,
2MASS J01025+2623        ,15.6253056,26.3937778,0.194,
SDSS J002445.76+051338.7 ,6.1907015,5.2274317,0.194,
SDSS J003937.59+005110.0 ,9.9066418,0.8528038,0.194,
2MASS J00413+2816        ,10.3279345,28.2779816,0.194,
2SLAQ J004930.38-001421.8,12.3766211,-0.2394141,0.194,
SDSS J001804.82-005140.5 ,4.5200829,-0.8612498,0.194,
SDSS J002039.99-032350.6 ,5.1666475,-3.3973904,0.195,
SDSS J004524.72+144245.9 ,11.3530103,14.7127507,0.195,
SDSS J011458.01+304350.7 ,18.741717,30.730767,0.195,
SDSS J001634.79+114357.6 ,4.1449963,11.7326689,0.195,
SDSS J004252.31+002730.0 ,10.7179784,0.4583542,0.195,
SDSS J010945.07-003544.4 ,17.4378303,-0.5956627,0.195,
SDSS J005707.81+000520.2 ,14.2825983,0.0889224,0.196,
SDSS J010843.72-001900.0 ,17.1821429,-0.3166903,0.196,
2QZ J003456.4-271354     ,8.73525,-27.2316667,0.196,
2SLAQ J010115.74-003347.2,15.3155861,-0.5631361,0.196,
SDSS J002839.65+145138.8 ,7.1652599,14.8607777,0.196,
SDSS J003216.73+152802.6 ,8.0697373,15.467389,0.197,
SDSS J011251.03+000539.9 ,18.212649,0.0944202,0.197,
SDSS J005949.75-101519.7 ,14.957326,-10.255491,0.197,
SDSS J000337.16-035617.8 ,0.9048032,-3.9383034,0.197,
SDSS J004101.60+244125.8 ,10.256688,24.690518,0.197,
PGC 138208               ,10.1814144,32.9762188,0.197,
SDSS J001156.28-010742.8 ,2.9845112,-1.1285444,0.197,
SDSS J000107.52-000552.3 ,0.281368,-0.0978886,0.197,
SDSS J011344.32+275634.9 ,18.434696,27.943043,0.197,
SDSS J002816.23+135654.1 ,7.0676578,13.948363,0.197,
2SLAQ J010556.17+000732.7,16.4840811,0.1257611,0.197,
2QZ J001535.8-272433     ,3.8991667,-27.4091667,0.197,
SDSS J000805.26+265317.3 ,2.021921,26.8881543,0.198,
SDSS J005941.68+041444.6 ,14.923658,4.2457463,0.198,
SDSS J005046.48+003644.3 ,12.693674,0.6123299,0.198,
SDSS J010339.18+473301.0 ,15.913292,47.5503004,0.198,
SDSS J010059.82+152506.0 ,15.2492871,15.4183518,0.199,
SDSS J010006.05-090117.7 ,15.0252523,-9.0215927,0.199,
SDSS J000815.45-104620.4 ,2.0644415,-10.7724091,0.199,
CGRaBS J0106+2539        ,16.5456701,25.6583781,0.199,
SDSS J000014.60+135532.2 ,0.0608527,13.9256367,0.199,
2QZ J011212.8-273943     ,18.0535417,-27.6619445,0.199,
FBQS J01098-1028         ,17.4537223,-10.4737223,0.199,
A115-4                   ,14.0476003,26.4603504,0.199,
SDSS J005717.53-033617.3 ,14.3230698,-3.6048251,0.199,
WISEA J011502.43+053651.6,18.7601613,5.6143489,0.2,
WISEA J011500.74-090222.2,18.7531333,-9.0395028,0.2,
WISEA J011501.47+413110.3,18.7561623,41.5195399,0.2,
WISEA J000026.27+112258.5,0.1094925,11.3829306,0.2,
WISEA J003808.48+552632.9,9.5353477,55.4424891,0.2,
WISEA J003813.40+344240.6,9.5558349,34.7112952,0.2,
WISEA J003814.97-141428.6,9.5624085,-14.2412812,0.2,
J003744.03-272423.1      ,9.4334699,-27.4064208,0.2,
WISEA J003800.22+305127.6,9.5009263,30.8576822,0.2,
WISEA J003800.26+224314.0,9.5011037,22.7205631,0.2,
WISEA J003801.13+194529.5,9.5047153,19.7582058,0.2,
WISEA J005723.47+410802.2,14.3478028,41.1339482,0.2,
WISEA J001841.90+082411.7,4.6746368,8.4032643,0.2,
WISEA J001843.12+543909.9,4.679703,54.6527664,0.2,
WISEA J001844.14-185800.1,4.6839542,-18.9667066,0.2,
J003757.09+250207.8      ,9.4879154,25.0355035,0.2,
WISEA J003755.36-080359.7,9.4806954,-8.0665724,0.2,
WISEA J003337.85-123639.4,8.4077684,-12.6109755,0.2,
WISEA J003340.31+153832.0,8.4179968,15.6422371,0.2,
J001856.20-084237.2      ,4.7341712,-8.7103585,0.2,
WISEA J001859.01-054238.2,4.7459326,-5.7106886,0.2,
WISEA J000015.23-080653.9,0.0633073,-8.1152548,0.2,
WISEA J000015.35+301411.4,0.0639806,30.2364737,0.2,
WISEA J000016.14-134603.6,0.0672791,-13.7676987,0.2,
WISEA J000017.23-050505.9,0.0718114,-5.0849887,0.2,
WISEA J000017.97+420253.0,0.0749358,42.0480593,0.2,
WISEA J011510.49+724844.4,18.7937354,72.8123605,0.2,
WISEA J000005.56+205913.2,0.0231863,20.9870094,0.2,
WISEA J000011.88+785819.0,0.049304,78.9719457,0.2,
WISEA J000020.49-212512.1,0.0853064,-21.4199558,0.2,
PHL 2525                 ,0.1017308,-12.763279,0.2,
WISEA J003759.54+062501.7,9.4980886,6.4171338,0.2,
WISEA J004246.22+551047.1,10.6925553,55.1798058,0.2,
J005644.75-262000.8      ,14.1864708,-26.3335827,0.2,
WISEA J005645.90+333524.6,14.1912568,33.5901736,0.2,
WISEA J001909.88-264524.3,4.7911763,-26.7567616,0.2,
WISEA J001913.86+460354.1,4.8077691,46.065049,0.2,
WISEA J001914.36+174123.3,4.8098424,17.6898043,0.2,
WISEA J001914.62-153437.4,4.8109357,-15.5771092,0.2,
WISEA J001826.91+134202.9,4.6121308,13.7007926,0.2,
WISEA J005724.05+322310.1,14.3502417,32.3861434,0.2,
WISEA J005726.09+371904.1,14.3586068,37.317881,0.2,
WISEA J005634.32+070013.9,14.1430307,7.0038797,0.2,
WISEA J005621.60+263527.4,14.0900159,26.5909461,0.2,
WISEA J005726.18+053414.2,14.3591242,5.5706393,0.2,
WISEA J005726.48+052338.1,14.3603704,5.3939349,0.2,
J005727.36-012739.5      ,14.3640355,-1.4609843,0.2,
WISEA J001837.59+244150.5,4.6566238,24.6973738,0.2,
WISEA J001839.14+460601.3,4.6631516,46.1005163,0.2,
WISEA J005719.80+080033.9,14.3325216,8.0094346,0.2,
WISEA J005741.50-081526.7,14.4229866,-8.2574207,0.2,
WISEA J005729.00-130726.9,14.3708832,-13.1241165,0.2,
WISEA J005731.43+215321.8,14.3809605,21.8893978,0.2,
WISEA J004246.54+340821.0,10.6939242,34.1391747,0.2,
WISEA J005733.44-234725.0,14.3894217,-23.7904773,0.2,
WISEA J005734.59+240027.3,14.3941489,24.0076003,0.2,
WISEA J004246.69-150204.8,10.6946043,-15.0346351,0.2,
WISEA J001821.10+291034.8,4.5879521,29.1763334,0.2,
SDSS J001821.98-075150.9 ,4.5916529,-7.8641217,0.2,
WISEA J001922.98+540744.2,4.8458466,54.1289682,0.2,
WISEA J001928.64-121432.2,4.8693666,-12.2422564,0.2,
J005614.71-011500.1      ,14.0613195,-1.2500489,0.2,
J003801.61+402604.6      ,9.5067091,40.434634,0.2,
WISEA J003818.25+240218.3,9.5760819,24.0384372,0.2,
WISEA J003818.83+203425.3,9.5784575,20.5737096,0.2,
WISEA J003737.85-205410.8,9.4077161,-20.9029955,0.2,
WISEA J003738.17+464013.7,9.4090024,46.6705164,0.2,
WISEA J003739.44-162407.9,9.4143614,-16.4022204,0.2,
WISEA J003739.62+195536.7,9.4151017,19.9268723,0.2,
WISEA J003739.69+014823.4,9.4153712,1.8065442,0.2,
WISEA J003742.39-171045.2,9.4266617,-17.1792307,0.2,
WISEA J000030.54-154055.4,0.1272779,-15.6820705,0.2,
WISEA J000034.02-094134.3,0.1417524,-9.6928633,0.2,
WISEA J001812.72+363125.6,4.5529792,36.5238671,0.2,
WISEA J005616.32-150921.7,14.068004,-15.1560421,0.2,
WISEA J005616.96-262759.0,14.0707066,-26.4663889,0.2,
WISEA J001931.47+360738.4,4.8811578,36.1273497,0.2,
J001933.05+025729.8      ,4.8877174,2.9582903,0.2,
WISEA J001934.80-141006.1,4.8950378,-14.1683722,0.2,
WISEA J001815.31+182318.6,4.5638411,18.3883879,0.2,
WISEA J001816.04+344955.2,4.5668382,34.8320035,0.2,
WISEA J003331.11+724214.5,8.3798909,72.7040635,0.2,
WISEA J005756.04-132241.0,14.4834394,-13.3780331,0.2,
WISEA J001803.51+021004.5,4.5146673,2.1679407,0.2,
WISEA J005609.50+191104.4,14.0395688,19.1845857,0.2,
WISEA J005557.13+434205.3,13.9880601,43.7015119,0.2,
WISEA J005558.75-085414.5,13.9948606,-8.9039831,0.2,
WISEA J005559.19+121132.7,13.9966705,12.1924175,0.2,
WISEA J001941.37+515637.7,4.9224901,51.9438618,0.2,
WISEA J003331.99-061730.0,8.3833049,-6.2916816,0.2,
WISEA J001806.84+362539.0,4.5285414,36.4275067,0.2,
WISEA J001808.78+023053.0,4.5366018,2.5147592,0.2,
WISEA J005749.00+185631.6,14.4541877,18.9421262,0.2,
WISEA J005750.03-120310.8,14.4584641,-12.0530075,0.2,
WISEA J005750.04+481714.0,14.458694,48.2872853,0.2,
WISEA J000034.55+184848.3,0.1438537,18.8134993,0.2,
WISEA J003757.21+380442.9,9.488386,38.0785976,0.2,
WISEA J011452.69+181730.4,18.7195712,18.2918227,0.2,
WISEA J003724.90+322003.9,9.353755,32.3345299,0.2,
WISEA J003730.00+454708.3,9.3750411,45.785683,0.2,
WISEA J003735.86-242952.7,9.3994562,-24.4979952,0.2,
SDSS J003736.82+270720.6 ,9.4034185,27.122406,0.2,
WISEA J003737.22+382807.9,9.4048216,38.4688172,0.2,
WISEA J011454.04+400446.0,18.7251767,40.0794472,0.2,
WISEA J005808.29+271501.0,14.5345425,27.2502833,0.2,
WISEA J001800.25+343122.1,4.5010703,34.5228884,0.2,
WISEA J001802.57-223805.3,4.5107033,-22.6348121,0.2,
3HSPJ005758.4+632639     ,14.493403,63.4440587,0.2,
J001944.92-223125.3      ,4.937172,-22.5237124,0.2,
WISEA J005549.13+102106.3,13.9546863,10.3517854,0.2,
WISEA J005550.47-034252.9,13.9603229,-3.7147123,0.2,
WISEA J005551.45-251419.6,13.964405,-25.2387754,0.2,
WISEA J005551.93-144845.3,13.9663551,-14.8126203,0.2,
WISEA J005552.13+290909.0,13.9672144,29.1525173,0.2,
WISEA J005555.40-053418.9,13.9808527,-5.5719875,0.2,
WISEA J001950.02+513429.2,4.9584408,51.5747933,0.2,
WISEA J005801.76+120707.7,14.5074624,12.1188771,0.2,
WISEA J005753.78+272123.7,14.4740865,27.3566003,0.2,
WISEA J001754.74+121557.9,4.4781194,12.2660834,0.2,
SDSS J001756.51-092609.8 ,4.4854778,-9.4360425,0.2,
WISEA J001756.86+575604.7,4.4869367,57.9346718,0.2,
WISEA J001953.13+092623.1,4.9714071,9.4397841,0.2,
WISEA J005544.79+543347.1,13.9367444,54.563182,0.2,
WISEA J005545.80+420329.1,13.9409164,42.0580762,0.2,
WISEA J005546.09-084321.2,13.9420425,-8.7225673,0.2,
WISEA J001955.58-130249.4,4.9816335,-13.0470725,0.2,
WISEA J005537.90-124918.1,13.9079433,-12.8217097,0.2,
WISEA J001758.70-153548.0,4.4947033,-15.5966882,0.2,
WISEA J005807.51+152823.4,14.5312977,15.473148,0.2,
J001746.51+092914.7      ,4.443795,9.4874342,0.2,
WISEA J005540.15+053923.2,13.9173124,5.6564517,0.2,
WISEA J005541.34+133314.7,13.9223109,13.5541742,0.2,
J002006.89+345504.7      ,5.0287355,34.9179815,0.2,
J001900.36+372044.9      ,4.7515131,37.3458326,0.2,
WISEA J001752.77+170717.5,4.4698515,17.1215305,0.2,
WISEA J001753.43+442920.2,4.4725517,44.4888783,0.2,
WISEA J001753.47-203334.9,4.4729955,-20.5596294,0.2,
WISEA J011438.00+365239.7,18.6582903,36.8777329,0.2,
WISEA J011445.28+103649.1,18.6886703,10.6136531,0.2,
WISEA J000043.11-171355.4,0.1796645,-17.2320702,0.2,
WISEA J000046.52+460217.1,0.1940153,46.0380576,0.2,
WISEA J000046.56-161453.1,0.1940949,-16.2480724,0.2,
WISEA J003723.50-171004.3,9.3477866,-17.1677941,0.2,
WISEA J003824.13+231511.4,9.6005345,23.2532089,0.2,
WISEA J003824.28-090034.6,9.6009639,-9.0096307,0.2,
WISEA J003824.74+320755.0,9.6030697,32.1319791,0.2,
WISEA J005820.82-101213.8,14.5867632,-10.2038424,0.2,
WISEA J005822.09+765939.7,14.5920274,76.9943399,0.2,
WISEA J005822.15+114523.2,14.5923165,11.7564144,0.2,
WISEA J005822.54-054428.8,14.5939869,-5.741383,0.2,
J001738.82-005144.4      ,4.411768,-0.8623345,0.2,
WISEA J002011.12+015151.6,5.0464621,1.8643104,0.2,
WISEA J002013.83+494054.8,5.0576303,49.6819145,0.2,
WISEA J005650.30+421651.9,14.2095992,42.2810979,0.2,
WISEA J005532.96+311355.2,13.8873697,31.2320089,0.2,
WISEA J005815.50+324016.1,14.5646276,32.6711654,0.2,
