name,ra,dec,redshift,note
SDSS J001813.79+071219.7 ,4.5574655,7.2055037,1.8,
WISEA J001813.81+454235.1,4.55755,45.7097713,0.4,
SDSS J001813.81+260502.6 ,4.5575555,26.0840731,1.005,
WISEA J001813.84-112134.6,4.5577257,-11.3595678,1.6,
J001813.86+155612.9      ,4.55775,15.9369167,,
SDSS J001813.88+041724.9 ,4.5578616,4.2902495,1.702,
WISEA J001813.90-172439.2,4.5578987,-17.4108877,1.3,
WISEA J001813.92-245923.4,4.5579985,-24.9901034,1.5,
SDSS J001814.03+095617.8 ,4.5584728,9.9383031,1.79,
SDSS J001814.06+074748.9 ,4.558634,7.7969547,1.244,
SDSS J001814.12-100027.1 ,4.5588508,-10.0075432,1.965,
SDSS J001814.25+011130.0 ,4.5594139,1.1916692,1.141,
2QZ J001814.3-275257     ,4.5596179,-27.8825009,0.752,
SDSS J001814.36+284942.2 ,4.5598504,28.8283894,1.98,
SDSS J001814.50-034412.1 ,4.5604565,-3.7366834,1.777,
J001814.79+155549.7      ,4.5616589,15.930473,0.1,
SDSS J001814.87+004601.3 ,4.5619833,0.7670291,1.039,
SDSS J001814.94+293822.6 ,4.5622283,29.6396074,0.857,
SDSS J001814.95-001628.7 ,4.562335,-0.2746546,1.925,
SDSS J001814.96+001340.3 ,4.5623737,0.2278608,1.901,
SDSS J001815.10+111448.1 ,4.5629203,11.2467109,1.519,
SDSS J001815.10+193042.1 ,4.5629361,19.5117137,1.144,
WISEA J001815.15-193725.2,4.5631451,-19.6236789,0.4,
LAMOSTJ001815.17+465044.6,4.5631819,46.8457304,1.434,
WISEA J001815.19+414845.7,4.5632818,41.8127454,1.5,
SDSS J001815.19+352502.0 ,4.5633011,35.4172451,1.206,
SDSS J001815.20+284351.3 ,4.5633685,28.7309182,0.861,
WISEA J001815.31+182318.6,4.5638411,18.3883879,0.2,
SDSS J001815.35-041825.4 ,4.563958,-4.3071185,1.807,
WISEA J001815.35-192536.9,4.5639802,-19.4269489,0.3,
SDSS J001815.37+014006.8 ,4.5640824,1.6685599,0.679,
WISEA J001815.38+152015.7,4.5640935,15.3376962,0.1,
SDSS J001815.39+191722.4 ,4.5641364,19.2895559,1.484,
SDSS J001815.52-022243.6 ,4.5646745,-2.3787991,1.166,
SDSS J001815.58-000313.1 ,4.5649167,-0.0536474,1.654,
SDSS J001815.61+011428.6 ,4.565053,1.2412897,1.204,
SDSS J001815.64-020538.9 ,4.5651555,-2.094161,1.194,
J001815.74+154836.4      ,4.5655834,15.8101112,,
SDSS J001815.77+001632.3 ,4.5657367,0.2756762,0.576,
SDSS J001815.77+093606.2 ,4.5657392,9.6017561,0.627,
WISEA J001815.80+065054.8,4.5658402,6.8485624,0.1,
SDSS J001815.82+330454.9 ,4.5659236,33.0819289,1.371,
SDSS J001815.84-110648.8 ,4.5660331,-11.1135682,1.7,
WISEA J001815.92+045627.0,4.5663541,4.9408356,0.1,
SDSS J001815.96+053145.4 ,4.5665097,5.5292875,1.845,
WISEA J001816.04+344955.2,4.5668382,34.8320035,0.2,
SDSS J001816.30+014648.5 ,4.5679343,1.7801475,0.236,
SDSS J001816.34+242103.2 ,4.5681135,24.3508972,1.329,
SDSS J001816.35+041816.6 ,4.5681444,4.304635,1.811,
SDSS J001816.36+242745.3 ,4.5681675,24.4625936,1.323,
SDSS J001816.41-002154.9 ,4.5684109,-0.365258,0.812,
PGC 996932               ,4.568673,-8.9680984,0.081,
SDSS J001816.53+004907.4 ,4.5688976,0.8187477,1.204,
SDSS J001816.61+352703.5 ,4.5692466,35.4509912,0.737,
WISEA J001816.68-153015.5,4.5693991,-15.5042935,0.3,
SDSS J001816.66+320804.4 ,4.5694242,32.1345774,0.689,
SDSS J001816.70+015500.5 ,4.5696209,1.916841,1.52,
SDSS J001816.70+051455.1 ,4.5696413,5.2486619,0.861,
J001816.79-080002.5      ,4.5699723,-8.0006945,,
J001816.88+521937.2      ,4.5703575,52.327026,1.4,
SDSS J001816.94+202951.3 ,4.5705841,20.4976021,0.726,
SDSS J001817.00+001631.3 ,4.5708476,0.2753863,0.305,
SDSS J001817.02+263252.6 ,4.5709555,26.5479808,1.209,
WISEA J001817.04+520450.3,4.5710143,52.0806515,0.3,
SDSS J001817.09+245953.3 ,4.5712122,24.9981493,1.469,
LAMOSTJ001817.13+061614.0,4.5713956,6.2705599,1.893,
SDSS J001817.19+023536.5 ,4.5716494,2.5935015,0.649,
SDSS J001817.31+195418.3 ,4.5721571,19.905071,0.504,
SDSS J001817.32-034229.6 ,4.5721854,-3.7082355,1.874,
SDSS J001817.37+191352.6 ,4.5724281,19.2313089,1.846,
SDSS J001817.40+294003.6 ,4.5724807,29.6676722,1.971,
SDSS J001817.57+251940.7 ,4.5732357,25.3279953,1.876,
SDSS J001817.62-003919.6 ,4.5734247,-0.6554571,1.725,
J001817.66+155828.8      ,4.5736162,15.9746804,0.5,
SDSS J001817.85+035122.9 ,4.5743984,3.8563779,0.479,
SDSS J001817.86+243411.9 ,4.5744182,24.5699758,1.1,
WISEA J001817.89+301332.2,4.5745819,30.2256028,0.3,
WISEA J001817.94-173159.2,4.5747582,-17.5331593,0.8,
WISEA J001818.09+131507.4,4.5753707,13.2520863,1.2,
SDSS J001818.11+135244.8 ,4.5754829,13.8791207,0.837,
J001818.14+300713.8      ,4.5756112,30.1205,,
WISEA J001818.16+514930.6,4.5756509,51.8252098,0.7,
SDSS J001818.17+122925.6 ,4.57574,12.490452,1.969,
WISEA J001818.22+313144.5,4.5759442,31.529038,1.3,
J001818.22+300601.8      ,4.5759445,30.1005,,
SDSS J001818.24+331049.3 ,4.5760485,33.1803781,1.344,
SDSS J001818.25+011532.4 ,4.5760687,1.2590016,0.478,
WISEA J001818.28-201820.6,4.5761992,-20.3057315,1.2,
SDSS J001818.30+310535.8 ,4.5762835,31.0932925,1.558,
SDSS J001818.41-015055.4 ,4.5767284,-1.8487259,1.722,
WISEA J001818.49-190839.1,4.5770408,-19.1442,0.1,
SDSS J001818.66+275700.6 ,4.5777512,27.9501983,1.646,
SDSS J001818.67+114101.9 ,4.577821,11.6838863,1.404,
SDSS J001818.67+192822.8 ,4.5778217,19.4730105,1.063,
SDSS J001818.76+193614.1 ,4.5781841,19.603944,0.363,
SDSS J001819.02+300339.4 ,4.5792598,30.0609593,1.6,
SDSS J001819.06+063844.4 ,4.5794272,6.6456803,1.487,
SDSS J001819.14+074547.6 ,4.5797746,7.7632338,1.64,
SDSS J001819.24-075843.2 ,4.5801985,-7.9786727,0.6,
SDSS J001819.38+333740.4 ,4.5807564,33.6278895,1.576,
SDSS J001819.40-044702.4 ,4.5808643,-4.7840057,1.769,
SDSS J001819.40+213241.8 ,4.580874,21.544943,1.425,
SDSS J001819.44+304854.6 ,4.5810271,30.8152072,1.768,
J001819.50+345428.7      ,4.58125,34.9079723,,
SDSS J001819.54+000717.4 ,4.5814469,0.1215034,0.337,
SDSS J001819.55+062512.0 ,4.5814634,6.4200254,0.478,
SDSS J001819.61-023234.8 ,4.5817211,-2.5430101,1.83,
SDSS J001819.62+021121.8 ,4.5817707,2.1894052,1.786,
WISEA J001819.72+801558.6,4.5819628,80.2662912,0.4,
SDSS J001819.71+032843.9 ,4.582168,3.4788427,0.717,
SDSS J001819.91+033342.4 ,4.5829729,3.5617942,1.424,
SDSS J001820.34-021659.5 ,4.5847559,-2.2832191,0.5,
WISEA J001820.36+291536.9,4.5848391,29.2602682,0.3,
J001820.49+295720.2      ,4.5853889,29.9556112,,
J001820.54+350128.8      ,4.5856196,35.02467,0.6,
WISEA J001820.65+294425.9,4.58599,29.7404552,1.2,
J001820.64+301144.0      ,4.586,30.1955556,,
SDSS J001820.67+254737.8 ,4.5861325,25.7938487,1.195,
SDSS J001820.67+275137.6 ,4.5861467,27.8604546,1.79,
SDSS J001820.69+000748.3 ,4.586235,0.1300842,1.766,
SDSS J001820.70+262613.0 ,4.5862772,26.4369745,0.977,
J001820.75+162316.2      ,4.5864723,16.3878334,,
SDSS J001820.80-102008.1 ,4.5866807,-10.3356076,1.647,
SDSS J001820.89+243903.5 ,4.5870556,24.6509976,0.718,
WISEA J001820.92+480057.3,4.5871588,48.0160512,0.9,
J001820.92+812209.8      ,4.5871667,81.3693889,,
WISEA J001820.91+331156.3,4.5871934,33.1989554,0.309,
SDSS J001820.97-141730.0 ,4.5873667,-14.2916729,1.0,
WISEA J001821.00+182413.1,4.5874937,18.403674,0.3,
SDSS J001821.06+100817.2 ,4.5877526,10.1381424,1.178,
SDSS J001821.06+011007.5 ,4.5877532,1.1687401,1.461,
WISEA J001821.10+291034.8,4.5879521,29.1763334,0.2,
SDSS J001821.12+073218.0 ,4.5880329,7.5383684,1.743,
J001821.26+390931.8      ,4.5885834,39.1588334,,
SDSS J001821.26+123418.7 ,4.5885923,12.5718598,0.754,
WISEA J001821.49-253247.4,4.5895051,-25.5464969,0.9,
2QZ J001821.5-274138     ,4.5896369,-27.6937555,1.302,
J001821.56+090048.7      ,4.5898334,9.0135278,,
SDSS J001821.58+242048.8 ,4.5899553,24.3469086,1.997,
SDSS J001821.71+204909.1 ,4.5904871,20.8191916,1.252,
XMS J001821.7+161943     ,4.5905556,16.3286112,1.16,
SDSS J001821.78+085442.1 ,4.5907812,8.911706,0.465,
SDSS J001821.78-073353.8 ,4.5907862,-7.5649471,0.498,
WISEA J001821.88+012422.4,4.5911754,1.4062368,0.1,
J001821.96-111138.8      ,4.5915358,-11.1941337,1.9,
SDSS J001821.98-075150.9 ,4.5916529,-7.8641217,0.2,
SDSS J001822.00+345226.0 ,4.5916734,34.8739101,1.928,
PB 5853                  ,4.5917786,1.3172089,0.162,
SDSS J001822.05+044755.9 ,4.5918784,4.7988758,0.639,
SDSS J001822.05+293633.1 ,4.5918818,29.6091872,0.908,
SDSS J001822.06+064750.2 ,4.5919193,6.7972819,0.615,
SDSS J001822.06+011756.4 ,4.5919489,1.2990216,1.307,
SDSS J001822.21+240614.3 ,4.5925376,24.1039934,1.621,
SDSS J001822.26+285255.8 ,4.592747,28.8821929,0.95,
SDSS J001822.32+021804.0 ,4.5930471,2.3011682,1.817,
SDSS J001822.42+005341.2 ,4.5934575,0.8948011,1.306,
SDSS J001822.58-040504.5 ,4.5941181,-4.0845956,0.748,
SDSS J001822.63+321940.0 ,4.5943163,32.3277787,1.595,
SDSS J001822.72+053304.4 ,4.594677,5.5512259,0.862,
SDSS J001822.72+222152.4 ,4.5946791,22.3645646,1.516,
SDSS J001822.86-011310.7 ,4.5952783,-1.2196459,1.873,
WISEA J001823.04+501411.6,4.5960068,50.2365319,0.3,
WISEA J001823.03+351705.6,4.5960358,35.2849229,0.1,
SDSS J001823.06+015705.1 ,4.5961142,1.9514356,0.773,
SDSS J001823.07+005819.5 ,4.5961631,0.9721117,0.828,
SDSS J001823.09+312215.0 ,4.5962237,31.3708593,1.635,
WISEA J001823.14-132113.1,4.5964195,-13.3536651,0.9,
SDSS J001823.15+004008.6 ,4.5964631,0.6690592,1.424,
SDSS J001823.23-053923.2 ,4.5967953,-5.6564682,1.4,
SDSS J001823.28+314848.1 ,4.5969845,31.8133705,1.845,
WISEA J001823.29+320322.1,4.5970559,32.0561551,0.3,
SDSS J001823.31+331821.6 ,4.5971473,33.3060035,1.733,
SDSS J001823.36+193719.8 ,4.5973801,19.6221765,1.949,
NGC 71                   ,4.598,30.0634445,0.022,
SDSS J001823.52+003000.2 ,4.5980108,0.500084,1.37,
SDSS J001823.53+353537.5 ,4.5980467,35.5937608,1.528,
SDSS J001823.52+331343.5 ,4.5980477,33.2287648,0.618,
SDSS J001823.57+244914.6 ,4.5982281,24.8207228,1.835,
SN 1991 AP               ,4.5990701,32.0101043,1.149,
SDSS J001823.89+020115.1 ,4.5995505,2.0208829,0.238,
SDSS J001823.93+040324.6 ,4.5997205,4.0568666,1.795,
SDSS J001823.95+112309.5 ,4.5998133,11.3860077,1.242,
SDSS J001824.08+101138.3 ,4.6003588,10.1939922,0.543,
SDSS J001824.11+213915.8 ,4.6004696,21.6543963,1.202,
SDSS J001824.12-010007.9 ,4.6005233,-1.0022043,1.868,
SDSS J001824.13+074036.4 ,4.6005459,7.6767988,1.125,
SA 68 D                  ,4.6008612,15.6715556,0.69,
SDSS J001824.21-025335.4 ,4.6008984,-2.8931816,1.911,
SDSS J001824.25+123723.4 ,4.6010671,12.6231675,1.964,
SDSS J001824.28+244955.1 ,4.6011621,24.8319776,1.607,
SDSS J001824.35+093724.5 ,4.6014685,9.6234895,1.153,
SDSS J001824.43+342517.8 ,4.60179,34.4216422,1.105,
SDSS J001824.49-072008.3 ,4.6020467,-7.3356636,0.812,
WISEA J001824.60-170119.3,4.6025297,-17.0220277,0.6,
2QZ J001824.6-274235     ,4.6025751,-27.7095423,0.762,
SDSS J001824.65+300906.8 ,4.602721,30.1518989,1.629,
WISEA J001824.73-141333.7,4.6030359,-14.2260676,1.9,
SDSS J001824.75-035704.9 ,4.6031453,-3.9513743,1.305,
SDSS J001824.78-022645.8 ,4.6032853,-2.4460615,1.605,
J001824.79+160459.3      ,4.6033001,16.0831533,1.1,
SDSS J001824.81+054822.6 ,4.6034113,5.8062983,0.981,
WISEA J001824.82+123702.9,4.6034274,12.6174883,0.7,
SDSS J001824.86+044321.5 ,4.6036074,4.7226615,1.251,
SDSS J001824.89+184042.5 ,4.6037143,18.6784867,0.084,
J001825.00+163652.1      ,4.6041667,16.6144723,,
SDSS J001825.07+082741.5 ,4.6044676,8.4615499,1.651,
SDSS J001825.08-080222.5 ,4.6045117,-8.0395851,0.6,
WISEA J001825.16+004556.6,4.6048652,0.7657258,0.5,
SDSS J001825.21+013324.1 ,4.6050796,1.5567201,1.755,
WISEA J001825.25-033013.9,4.6052276,-3.5038777,0.6,
J001825.26-203530.7      ,4.605289,-20.5918729,1.5,
WISEA J001825.28-111010.8,4.6053506,-11.1696784,0.6,
SDSS J001825.35+221316.2 ,4.6056417,22.2211747,1.832,
HAQ0018+1133             ,4.6056847,11.5512628,1.902,
SDSS J001825.51-093421.3 ,4.6063131,-9.5725577,1.4,
WISEA J001825.51-032459.4,4.6063406,-3.4164939,0.585,
SDSS J001825.55+233854.0 ,4.6064642,23.6483436,0.578,
SDSS J001825.63+081215.4 ,4.6068051,8.2042677,1.469,
SDSS J001825.64+280655.6 ,4.6068629,28.1154532,1.587,
SDSS J001825.89-092327.2 ,4.6078692,-9.3909039,0.732,
SDSS J001825.91+045625.8 ,4.6079814,4.9404987,0.885,
SDSS J001825.98+042742.3 ,4.6082847,4.4617692,1.693,
WISEA J001826.07-101802.1,4.6086399,-10.3005939,0.4,
SDSS J001826.13-013109.3 ,4.608883,-1.5192622,0.49,
SDSS J001826.13+045143.9 ,4.6089094,4.8622228,1.501,
SDSS J001826.21+240131.5 ,4.6092268,24.0254245,1.223,
SDSS J001826.28-025903.3 ,4.6095183,-2.9842517,1.63,
SDSS J001826.31+074237.0 ,4.6096786,7.7103236,1.917,
WISEA J001826.34+364059.5,4.6098395,36.683178,0.9,
SDSS J001826.45+071357.5 ,4.6102412,7.2326449,1.672,
SDSS J001826.53+361628.9 ,4.6105847,36.2747117,1.34,
LAMOSTJ001826.55+065206.9,4.6106542,6.8685921,1.36,
SDSS J001826.70+245914.9 ,4.6112564,24.9874768,1.766,
SDSS J001826.72+325104.1 ,4.6113387,32.8511507,1.792,
SDSS J001826.73+202746.9 ,4.6113752,20.4630324,1.796,
SDSS J001826.80-091038.7 ,4.6116616,-9.1774405,1.861,
WISEA J001826.83+172809.5,4.6118023,17.469329,0.8,
SDSS J001826.88-035447.4 ,4.6120249,-3.9131699,1.503,
WISEA J001826.91+134202.9,4.6121308,13.7007926,0.2,
LAMOSTJ001826.92+354506.0,4.6121837,35.7516941,1.1,
WISEA J001827.02+275413.6,4.6125791,27.9038045,0.7,
J001827.15-260655.8      ,4.6131342,-26.1155218,0.5,
WISEA J001827.27-130254.6,4.6136503,-13.0485205,1.6,
SDSS J001827.30-075016.1 ,4.6137779,-7.837802,1.1,
SDSS J001827.42+193547.8 ,4.6143002,19.596652,1.469,
WISEA J001827.59-271358.0,4.6149992,-27.2328048,0.6,
WISEA J001827.66+282242.1,4.6152641,28.3783705,0.3,
RXS J00184+2947          ,4.6157907,29.7919902,0.1,
SDSS J001827.82+342244.0 ,4.6159183,34.3789161,1.951,
WISEA J001827.83+031905.1,4.6159586,3.3181028,1.3,
2QZ J001827.8-273128     ,4.6161251,-27.5243889,1.097,
WISEA J001827.86-083555.3,4.6161432,-8.5987149,0.3,
SDSS J001827.89-025847.9 ,4.6162106,-2.9799761,1.622,
WISEA J001827.91+535349.8,4.6163817,53.8971635,1.2,
SDSS J001828.05+045100.0 ,4.6169159,4.85002,0.729,
KUG 0015-008B            ,4.6170651,-0.5701066,0.069,
SDSS J001828.10+043632.1 ,4.6171165,4.6089435,1.772,
SDSS J001828.11+010318.4 ,4.6171421,1.0551234,1.751,
SDSS J001828.22+321741.8 ,4.6175717,32.2949675,1.942,
SDSS J001828.25+070614.2 ,4.6177095,7.1039622,0.378,
SDSS J001828.26+281805.9 ,4.6178012,28.3017212,0.88,
SDSS J001828.30+233619.5 ,4.6179407,23.6054401,0.135,
LAMOSTJ001828.30+382041.3,4.6179414,38.3448351,0.733,
SDSS J001828.37+064438.2 ,4.6182491,6.7439495,1.086,
J001828.38+111256.3      ,4.6182589,11.2156534,0.4,
WISEA J001828.50+285513.1,4.6187679,28.9203295,0.5,
SDSS J001828.56+265619.3 ,4.6190357,26.9387126,1.756,
CXOMP J00184+1634        ,4.61925,16.5714723,1.163,
SDSS J001828.67+280221.8 ,4.6194601,28.039409,0.563,
J001828.72-075622.4      ,4.6196667,-7.9395556,,
SDSS J001828.83+024227.6 ,4.6201298,2.707716,0.642,
WISEA J001828.98-162734.4,4.6207705,-16.4595987,0.1,
SDSS J001829.01+003515.7 ,4.6209034,0.5877057,1.16,
SDSS J001829.02+031930.8 ,4.6209525,3.3252271,1.657,
J001829.10-005352.1      ,4.6212778,-0.8978056,,
SDSS J001829.13+263902.9 ,4.6213807,26.6508302,0.386,
SDSS J001829.20-004749.9 ,4.621705,-0.7972102,1.794,
J001829.38-231213.3      ,4.6224508,-23.2037066,1.2,
J001829.40+162535.8      ,4.6225,16.4266112,,
J001829.47+272803.3      ,4.6228056,27.4675834,,
SDSS J001829.52+342200.9 ,4.623012,34.3669295,1.241,
SDSS J001829.53-080957.8 ,4.6230618,-8.1660198,1.0,
SDSS J001829.54+272018.6 ,4.6230946,27.3384693,1.604,
PGC 998666               ,4.6233796,-8.8277773,0.105,
J001829.65+161241.6      ,4.6235556,16.2115556,,
SDSS J001829.68+051054.7 ,4.6237141,5.1818494,0.738,
WISEA J001829.73-115415.6,4.6238627,-11.9042138,1.7,
SDSS J001829.79+001151.5 ,4.6241493,0.1976727,1.894,
SDSS J001829.89+030106.4 ,4.6245789,3.0184611,0.307,
J001829.95+162608.0      ,4.6248056,16.4355556,,
SDSS J001830.09+285042.5 ,4.625392,28.8451868,1.604,
SDSS J001830.18-015149.7 ,4.6257647,-1.8638305,0.975,
SDSS J001830.18+305127.2 ,4.625768,30.8575436,1.41,
SDSS J001830.19+090001.5 ,4.6258208,9.0004339,1.281,
WISEA J001830.28+072736.9,4.6261831,7.460265,0.7,
SDSS J001830.31-033038.7 ,4.6263071,-3.5107626,1.104,
SDSS J001830.33+025037.1 ,4.6263768,2.8436566,0.843,
SDSS J001830.35+305901.4 ,4.6264611,30.9837247,0.695,
J001830.35+435716.4      ,4.6264738,43.9545745,0.5,
SDSS J001830.59+261030.6 ,4.6274995,26.1751905,0.952,
SDSS J001830.80+051103.0 ,4.6283673,5.1841818,1.645,
SDSS J001830.94+234358.8 ,4.6289555,23.7330226,1.531,
J001831.06-061337.0      ,4.6294167,-6.2269445,,
SDSS J001831.21+125735.9 ,4.6300724,12.959985,1.548,
TEX 0015+160             ,4.6302184,16.3454723,1.333,
SDSS J001831.27+105038.0 ,4.6303161,10.8439135,0.857,
WISEA J001831.32+352411.5,4.630537,35.4032008,0.1,
SDSS J001831.32-000434.9 ,4.6305409,-0.0763786,1.976,
SDSS J001831.33+040957.2 ,4.6305869,4.1659129,1.038,
WISEA J001831.36+354522.0,4.6306781,35.7561592,0.9,
SDSS J001831.36+014653.3 ,4.630703,1.7814888,1.632,
SDSS J001831.44+185909.7 ,4.6309841,18.9860601,1.229,
SDSS J001831.50+001858.1 ,4.6312913,0.3161479,0.983,
SDSS J001831.81-003439.9 ,4.6325484,-0.5777565,1.635,
SDSS J001831.88+194048.4 ,4.6328405,19.6801439,0.459,
E 0015+162               ,4.6333273,16.490512,0.554,
SDSS J001832.00+221109.3 ,4.633353,22.1859483,1.066,
SDSS J001832.01+330709.8 ,4.6334116,33.1193941,0.968,
WISEA J001832.03+293533.0,4.6334716,29.5924982,0.8,
WISEA J001832.04+382210.0,4.633538,38.3694516,0.3,
SDSS J001832.09+250251.5 ,4.6337205,25.0476774,1.341,
J001832.11-104454.5      ,4.6338104,-10.748478,0.1,
J001832.24-193816.4      ,4.6343612,-19.6378889,,
WISEA J001832.35+474807.3,4.6348211,47.802038,1.5,
SDSS J001832.36-034430.0 ,4.6348505,-3.7416682,1.596,
SDSS J001832.58+200427.2 ,4.6357643,20.0742359,0.602,
J001832.68-203344.2      ,4.6361982,-20.5622821,,
J001832.85+162609.0      ,4.6368823,16.4358467,,
WISEA J001832.85-250004.8,4.6368909,-25.0013418,0.1,
SDSS J001832.95+211117.0 ,4.6373284,21.18806,1.253,
SDSS J001833.13+012310.7 ,4.6380496,1.3863108,1.747,
SDSS J001833.14+280238.6 ,4.6380977,28.0440697,1.524,
SDSS J001833.20+223335.2 ,4.6383436,22.5598041,0.967,
SDSS J001833.20+241852.8 ,4.638367,24.3146741,0.993,
SDSS J001833.33+012532.3 ,4.6388861,1.4256451,0.48,
SDSS J001833.36+113954.3 ,4.6390027,11.6651029,1.982,
CXOMP J00185+1631        ,4.63925,16.5316112,1.643,
SDSS J001833.43+192730.6 ,4.6393134,19.458513,1.319,
WISEA J001833.44+460825.7,4.6393299,46.1404919,0.9,
SDSS J001833.62-011028.2 ,4.6401178,-1.1744885,1.373,
WISEA J001833.69+552151.0,4.6403786,55.3641876,0.1,
SDSS J001833.69+271303.4 ,4.6404206,27.2176385,1.752,
J001833.73+162459.5      ,4.6405556,16.4165278,,
SDSS J001833.77+054405.0 ,4.6407395,5.7347429,1.119,
SDSS J001833.81+345541.0 ,4.6409101,34.9280913,1.958,
SDSS J001833.91+312513.8 ,4.6412874,31.4205071,1.918,
SDSS J001833.96+041821.3 ,4.6415292,4.305936,1.443,
6dF J001834.1-062834     ,4.6421104,-6.4762422,0.484,
SDSS J001834.11-204041.7 ,4.6421254,-20.6782493,1.9,
WISEA J001834.14+814219.2,4.6422188,81.7053457,1.2,
SDSS J001834.14+311126.7 ,4.6422931,31.1907657,1.334,
SDSS J001834.21+202002.2 ,4.6425652,20.3339644,1.613,
SDSS J001834.23-011226.1 ,4.6426588,-1.2072631,1.031,
HE 0016-2431             ,4.6429065,-24.2482173,1.099,
WISEA J001834.32+521912.2,4.6430277,52.320062,1.7,
SDSS J001834.40-001944.6 ,4.6433577,-0.3290557,1.2,
SDSS J001834.40+004457.2 ,4.6433637,0.7492278,1.036,
WISEA J001834.57+314321.4,4.6440574,31.7226451,0.5,
WISEA J001834.61-131752.5,4.644156,-13.2979007,1.3,
SDSS J001834.72+261802.4 ,4.6446837,26.3006715,1.392,
J001834.82-080143.1      ,4.645123,-8.0286561,1.3,
J001834.92+320707.5      ,4.6455277,32.1187606,1.5,
SDSS J001834.94+270020.4 ,4.6455899,27.0056815,0.985,
SDSS J001834.94-043329.3 ,4.6456013,-4.558155,1.441,
J001834.99+155823.1      ,4.6458056,15.9730834,,
J001835.00+345450.4      ,4.6458612,34.914,,
WISEA J001835.02+414948.7,4.6459862,41.8301884,0.9,
SDSS J001835.22+051925.0 ,4.6467919,5.3236246,1.226,
WISEA J001835.25-053621.7,4.6468633,-5.6060424,0.9,
SDSS J001835.26+044133.6 ,4.6469144,4.6926707,0.588,
WISEA J001835.29+361058.0,4.6470414,36.1827736,1.1,
SDSS J001835.41+293100.9 ,4.647533,29.5169202,1.319,
J001835.45+441148.6      ,4.6477366,44.19685,1.3,
2QZ J001835.4-275433     ,4.64775,-27.9091389,0.437,
SDSS J001835.45+355540.9 ,4.6477643,35.9280297,1.708,
J001835.57+160837.8      ,4.6482223,16.1438334,,
SDSS J001835.66+144800.3 ,4.6486067,14.8000859,1.598,
WISEA J001835.74+010635.0,4.6489834,1.1098062,0.5,
IRAS 00160-0719          ,4.6496,-7.0488365,0.018,
SDSS J001835.96+064007.2 ,4.6498722,6.6686824,0.966,
SDSS J001836.08+103706.4 ,4.6503421,10.6184687,0.695,
J001836.14+155418.8      ,4.6506112,15.9052223,,
J001836.18+005334.7      ,4.65075,0.8929723,,
J001836.19+295943.0      ,4.6508045,29.9952828,0.5,
SDSS J001836.27+024736.7 ,4.6511278,2.7935361,1.147,
SDSS J001836.38-000338.5 ,4.6516043,-0.060704,1.64,
SDSS J001836.39+245445.0 ,4.6516611,24.9125272,1.228,
SDSS J001836.40-002933.0 ,4.6517227,-0.4925164,1.859,
SDSS J001836.43-021804.5 ,4.6517875,-2.3012304,1.373,
SDSS J001836.44+141905.3 ,4.6518591,14.318138,0.543,
SDSS J001836.67+311407.1 ,4.6528171,31.235322,0.688,
SDSS J001836.69+304525.3 ,4.6528607,30.7570647,1.313,
SDSS J001836.74+083030.1 ,4.6530918,8.5083653,1.867,
J001836.76+163614.2      ,4.6531667,16.6039445,,
SDSS J001836.84+084356.3 ,4.653512,8.7323249,0.563,
J001836.85-080349.2      ,4.6535556,-8.0636667,,
WISEA J001837.04+155830.1,4.6543412,15.9750548,0.3,
WISEA J001837.22-265926.6,4.6550955,-26.9907398,1.2,
SDSS J001837.23+264321.5 ,4.6551488,26.722624,1.62,
WISEA J001837.26-235903.2,4.6552713,-23.9842529,1.1,
WISEA J001837.28-042703.1,4.6553698,-4.4508807,0.1,
SDSS J001837.39+051409.1 ,4.6558385,5.2358771,1.348,
J001837.45+163045.8      ,4.6560556,16.5127223,,
CXOMP J00186+1637        ,4.65625,16.6324167,1.506,
SDSS J001837.55+325158.3 ,4.6564665,32.8662063,1.778,
SDSS J001837.55-030104.2 ,4.656474,-3.017836,1.372,
WISEA J001837.59+244150.5,4.6566238,24.6973738,0.2,
WISEA J001837.60-115634.4,4.6566801,-11.9428824,0.6,
SDSS J001837.63+013644.3 ,4.6568051,1.6123192,1.065,
WISEA J001837.71+032640.9,4.6572155,3.4447592,0.4,
SDSS J001837.75-035305.8 ,4.6573047,-3.8849556,0.592,
J001837.87-102121.0      ,4.6577942,-10.3558604,,
SDSS J001837.92+035037.0 ,4.6579826,3.8436109,0.923,
SDSS J001837.92+045106.7 ,4.6580312,4.8518781,0.447,
J001837.96-075018.6      ,4.6581945,-7.8385,,
SDSS J001838.08-011239.9 ,4.6586904,-1.2110865,1.807,
SDSS J001838.12-004854.6 ,4.658866,-0.815186,1.077,
SDSS J001838.16+323317.4 ,4.6590482,32.5548542,0.922,
SDSS J001838.25+323305.1 ,4.6594136,32.5514236,1.057,
WISEA J001838.26+492144.7,4.6594498,49.3624407,0.3,
XMS J001838.3+162007     ,4.6594676,16.3352236,1.09,
WISEA J001838.30+303334.3,4.6595803,30.5595321,1.1,
SDSS J001838.44+284950.6 ,4.6601708,28.8307783,1.703,
SDSS J001838.47-003328.3 ,4.6603195,-0.557891,1.604,
SDSS J001838.63+195011.3 ,4.6609991,19.8364895,1.944,
SDSS J001838.67+144300.9 ,4.661145,14.716924,1.472,
WISEA J001838.80-214254.2,4.6616819,-21.7150879,1.1,
